"gene","GO_terms"
"ZPBP",1
"C7orf72",0
"LALBA",2
"KANSL2",11
"CACNA1F",3
"CCDC22",8
"FOXP3",174
"PPP1R3F",19
"GAGE10",0
"GAGE12J",0
"GAGE13",0
"GAGE2E",0
"GAGE2D",0
"GAGE12I",0
"GAGE2C",0
"GAGE2B",0
"GAGE12B",0
"GAGE12C",0
"GAGE12D",0
"GAGE12E",0
"GAGE12F",0
"GAGE12G",0
"GAGE12H",0
"GAGE2A",0
"GAGE1",0
"C8orf22",0
"IKZF1",9
"SULT2B1",7
"FAM83E",0
"SPACA4",0
"RPL18",2
"SPHK2",74
"DBP",5
"CA11",0
"NTN5",0
"FUT2",8
"MAMSTR",6
"RASIP1",41
"IZUMO1",0
"FUT1",36
"FGF21",56
"BCAT2",1
"HSD17B14",0
"PLEKHA4",21
"PPP1R15A",15
"TULP2",0
"NUCB1",1
"DHDH",2
"BAX",168
"MUT",0
"CENPQ",1
"GLYATL3",0
"C6orf141",0
"RHAG",6
"CRISP2",0
"CRISP3",0
"PGK2",7
"CRISP1",1
"FOLH1",0
"CYSLTR2",0
"FNDC3A",10
"MLNR",1
"CDADC1",1
"CAB39L",9
"AL136218.1",0
"SETDB2",42
"PHF11",0
"RCBTB1",0
"ARL11",5
"EBPL",0
"KPNA3",8
"OR4C13",0
"OR4C12",0
"ADNP",63
"DPM1",0
"MOCS3",1
"KCNG1",1
"FSHR",29
"EMB",5
"PARP8",6
"NFATC2",64
"ATP9A",9
"AP4E1",2
"TNFAIP8L3",4
"CYP19A1",53
"GLDN",3
"DMXL2",0
"SCG3",0
"LYSMD2",0
"TMOD2",9
"TMOD3",25
"LEO1",23
"MAPK6",5
"BCL2L10",16
"GNB5",22
"MYO5C",0
"MYO5A",8
"ISL1",153
"CTD-2203A3.1",0
"SALL4",24
"ZFP64",2
"TSHZ2",0
"AL354993.1",0
"ZNF217",4
"BCAS1",3
"CYP24A1",17
"PFDN4",0
"RP11-738G5.2",0
"DEFB133",4
"DEFB114",37
"DEFB113",0
"DEFB110",4
"DEFB112",0
"TFAP2D",4
"CLCN5",0
"AKAP4",5
"CCNB3",16
"SHROOM4",6
"BMP15",2
"CCDC155",0
"PTH2",0
"CTD-3148I10.1",0
"SLC17A7",8
"PIH1D1",39
"ALDH16A1",0
"CTD-3148I10.9",0
"FLT3LG",4
"RPL13A",17
"RPS11",2
"hsa-mir-150",0
"FCGRT",1
"RCN3",13
"NOSIP",4
"PRRG2",0
"PRR12",0
"RRAS",48
"SCAF1",3
"IRF3",36
"BCL2L12",12
"PRMT1",41
"ADM5",2
"CPT1C",4
"TSKS",0
"AP2A1",20
"FUZ",55
"MED25",16
"PTOV1",1
"PNKP",29
"AKT1S1",27
"TBC1D17",4
"IL4I1",60
"NUP62",39
"CTC-326K19.6",0
"ATF5",21
"SIGLEC11",1
"VRK3",13
"NRXN1",17
"TFAP2B",64
"PRPF40B",1
"FMNL3",3
"TMBIM6",36
"NCKAP5L",0
"BCDIN3D",8
"FAIM2",17
"AQP2",19
"AQP5",14
"AQP6",2
"RACGAP1",22
"ASIC1",11
"SMARCD1",55
"GPD1",24
"COX14",0
"CERS5",4
"LIMA1",6
"AC140061.12",0
"FAM186A",0
"BRD1",22
"ZBED4",2
"ALG12",0
"CRELD2",0
"PIM3",22
"IL17REL",3
"TTLL8",0
"MLC1",11
"MOV10L1",5
"NUDT10",0
"CXorf67",0
"NUDT11",0
"PANX2",5
"TRABD",0
"SELO",0
"TUBGCP6",0
"HDAC10",11
"MAPK12",17
"MAPK11",40
"PLXNB2",30
"AL022328.1",0
"DENND6B",0
"PPP6R2",2
"SBF1",1
"ADM2",8
"MIOX",0
"LMF2",0
"NCAPH2",13
"SCO2",6
"TYMP",9
"ODF3B",0
"KLHDC7B",0
"SYCE3",7
"CPT1B",2
"CHKB-CPT1B",0
"CHKB",1
"MAPK8IP2",22
"ARSA",0
"SHANK3",31
"ACR",1
"RABL2B",4
"NKD1",35
"SNX20",0
"NOD2",187
"CYLD",51
"SALL1",73
"PKHD1",37
"TOM1L1",20
"COX11",0
"STXBP4",46
"HLF",10
"GRB10",43
"COBL",34
"SNTG1",2
"LARP4",1
"DIP2B",20
"ATF1",15
"TMPRSS12",0
"METTL7A",0
"HIGD1C",0
"SLC11A2",14
"LETMD1",10
"CSRNP2",3
"TFCP2",5
"POU6F1",4
"AC139768.1",0
"DAZAP2",19
"SMAGP",0
"BIN2",4
"CELA1",15
"GALNT6",0
"SLC4A8",13
"SCN8A",6
"AC068987.1",0
"ANKRD33",5
"ACVRL1",105
"ACVR1B",53
"GRASP",0
"NR4A1",54
"C12orf44",0
"KRT80",3
"KRT7",3
"KRT86",3
"KRT81",3
"KRT83",5
"AC121757.1",0
"KRT85",3
"KRT84",15
"KRT82",3
"KRT75",4
"KRT6B",3
"KRT6C",3
"KRT6A",8
"KRT5",5
"AC055736.1",0
"KRT71",13
"KRT74",3
"KRT72",3
"KRT73",3
"KRT2",11
"KRT1",24
"KRT77",3
"PXDNL",2
"GSPT2",4
"MAGED1",46
"RP11-114H20.1",0
"MAGED4B",0
"MAGED4",0
"RP11-363G10.2",0
"XAGE2B",0
"XAGE1B",0
"XAGE1A",0
"XAGE2",0
"XAGE1C",0
"XAGE1D",0
"XAGE1E",0
"SSX7",0
"SSX2",0
"SSX2B",0
"SPANXN5",0
"XAGE5",0
"XAGE3",0
"OR4A5",0
"C16orf97",0
"TOX3",8
"DLEU1",0
"DLEU7",0
"RNASEH2B",18
"FAM124A",0
"SERPINE3",4
"INTS6",1
"WDFY2",4
"DHRS12",0
"OR4C46",0
"DOK5",7
"POM121L12",0
"MMD",9
"TMEM100",29
"PCTP",5
"SIGLECL1",0
"IGLON5",0
"VSIG10L",0
"ETFB",0
"CTD-2616J11.11",0
"CLDND2",0
"NKG7",15
"LIM2",7
"CTD-2616J11.4",0
"SIGLEC10",9
"SIGLEC8",0
"CEACAM18",0
"SIGLEC12",0
"SIGLEC6",0
"ZNF175",4
"AC018755.1",0
"SIGLEC5",0
"SIGLEC14",0
"HAS1",12
"FPR1",9
"FPR2",52
"FPR3",8
"ZNF577",0
"ZNF649",0
"ZNF613",0
"ZNF350",4
"ZNF615",2
"ZNF614",2
"ZNF432",0
"ZNF841",2
"ZNF616",0
"ZNF836",2
"PPP2R1A",52
"ZNF766",0
"ZNF480",0
"ZNF610",0
"ZNF880",0
"ZNF528",0
"ZNF534",0
"ZNF578",0
"ZNF808",2
"ZNF701",0
"ZNF83",0
"VSTM2A",7
"SEC61G",0
"EGFR",204
"LANCL2",9
"VOPP1",0
"ARPP19",34
"FAM214A",0
"ONECUT1",45
"IL17A",58
"IL17F",36
"MCM3",5
"PAQR8",10
"EFHC1",7
"TRAM2",2
"TMEM14A",6
"GSTA2",1
"GSTA1",1
"GSTA5",1
"ZNF611",0
"ZNF600",2
"ZNF28",0
"ZNF468",0
"ZNF320",0
"ZNF816",0
"ZNF321P",0
"ERVV-1",0
"ERVV-2",0
"ZNF160",0
"ZNF415",0
"ZNF347",0
"ZNF665",0
"ZNF677",0
"VN1R2",0
"VN1R4",0
"BIRC8",10
"ZNF845",2
"ZNF525",0
"ZNF765",0
"ZNF813",0
"ZNF331",0
"CTB-167G5.5",0
"DPRX",0
"NLRP12",36
"MYADM",31
"PRKCG",39
"CACNG7",19
"CACNG8",6
"CACNG6",1
"VSTM1",0
"TARM1",20
"OSCAR",4
"NDUFA3",0
"TFPT",26
"PRPF31",3
"CNOT3",13
"LENG1",0
"TMC4",0
"MBOAT7",7
"TSEN34",1
"RPS9",2
"LILRB3",15
"LILRA6",1
"LILRB5",1
"CHD9",1
"FRMD6",5
"GNG2",17
"RP11-463J10.2",0
"AL358333.1",0
"C14orf166",0
"NID2",2
"TXNDC12",9
"BTF3L4",0
"ZFYVE9",4
"CC2D1B",2
"DCUN1D4",2
"LRRC66",2
"SGCB",30
"SPATA18",2
"FAM156B",2
"FAM156A",2
"GPR173",10
"TSPYL2",11
"SEPT14",0
"ZNF713",0
"GBAS",0
"MRPS17",0
"PSPH",6
"TXNDC16",0
"GPR137C",6
"ERO1L",0
"PSMC6",9
"STYX",13
"GNPNAT1",0
"FERMT2",89
"DDHD1",2
"ARL15",4
"HSPB3",1
"SNX18",13
"ANKFN1",4
"PRKG1",88
"CSTF2T",0
"DKK1",132
"CBLN4",1
"CCT6A",25
"SUMF2",0
"PHKG1",15
"CHCHD2",13
"NUPR1L",0
"ERVMER34-1",0
"RASL11B",15
"SCFD2",0
"ZNF479",0
"ZNF716",0
"NOG",202
"C17orf67",0
"GPR75-ASB3",0
"ASB3",4
"CHAC2",0
"ERLEC1",3
"GPR75",3
"PSME4",7
"RP11-45H22.3",0
"ESM1",6
"GZMK",0
"GZMA",9
"CDC20B",7
"GPX8",3
"MCIDAS",6
"CCNO",16
"DHX29",1
"FIP1L1",0
"LNX1",0
"CHIC2",0
"AC110792.1",0
"GSX2",27
"PDGFRA",156
"KIT",189
"TXNL1",0
"WDR7",1
"PHF8",15
"FAM120C",0
"WNK3",21
"LILRB2",73
"LILRA3",3
"LILRA5",29
"LILRA4",28
"LAIR1",1
"TTYH1",1
"LENG8",0
"LENG9",0
"CDC42EP5",22
"LAIR2",0
"KIR3DX1",0
"LILRA2",39
"LILRB1",122
"LILRA1",3
"AC009892.10",0
"LILRB4",148
"KIR3DL1",3
"KIR3DL3",0
"KIR2DL4",23
"KIR2DL3",0
"RP11-793H13.10",0
"ATF7",6
"ATP5G2",0
"CALCOCO1",15
"MLIP",14
"TINAG",0
"FAM83B",5
"HCRTR2",4
"GFRAL",30
"HMGCLL1",0
"SKIV2L2",0
"PPAP2A",0
"SLC38A9",10
"DDX4",7
"IL31RA",30
"AC008914.1",0
"IL6ST",121
"ANKRD55",0
"ATP6V1H",7
"RGS20",2
"TCEA1",3
"LYPLA1",3
"MRPL15",0
"SOX17",77
"RP1",24
"XKR4",1
"RP11-386G21.1",0
"RP11-386G21.2",0
"TSR2",1
"FGD1",4
"GNL3L",29
"ITIH6",0
"MAGED2",2
"TRO",2
"PFKFB1",27
"APEX2",1
"ALAS2",9
"PAGE2B",0
"PAGE2",0
"FAM104B",0
"MTRNR2L10",0
"PAGE5",0
"PAGE3",0
"HOXC13",21
"HOXC12",0
"HOXC11",33
"HOXC10",22
"RP11-834C11.12",0
"HOXC6",5
"HOXC9",14
"HOXC8",5
"HOXC4",15
"HOXC5",5
"SMUG1",1
"CBX5",14
"HNRNPA1",37
"NFE2",6
"COPZ1",0
"GPR84",1
"ZNF385A",27
"ITGA5",57
"GTSF1",0
"NCKAP1L",159
"PDE1B",9
"PPP1R1A",5
"LACRT",37
"DCD",1
"MUCL1",0
"TESPA1",38
"NEUROD4",16
"OR9K2",0
"OR10A7",0
"OR6C74",0
"OR6C6",0
"DGKE",11
"TRIM25",33
"COIL",0
"SCPEP1",3
"AKAP1",0
"MSI2",2
"DIO1",3
"HSPB11",0
"LRRC42",0
"LDLRAD1",0
"TMEM59",8
"TCEANC2",0
"AL161915.1",0
"CDCP2",0
"RP11-446E24.4",0
"AL357673.1",0
"CYB5RL",0
"MRPL37",0
"MC3R",7
"IRX5",14
"IRX6",2
"MMP2",109
"LPCAT2",0
"CAPNS2",0
"SLC6A2",1
"CES1",17
"CES5A",0
"KDR",178
"SRD5A3",3
"TMEM165",0
"CLOCK",67
"PDCL2",0
"NMU",5
"FAM210B",18
"AURKA",76
"CSTF1",0
"BMP5",93
"COL21A1",0
"OR6C1",0
"OR6C3",0
"OR6C75",0
"OR6C65",0
"OR6C76",0
"OR6C2",0
"OR6C70",0
"OR6C68",0
"OR6C4",0
"EXOC1",5
"CEP135",8
"KIAA1211",0
"AASDH",0
"PPAT",0
"AC068620.1",0
"PAICS",1
"SRP72",0
"ARL9",4
"THEGL",0
"HOPX",27
"SPINK2",5
"CASS4",27
"RTFDC1",0
"GCNT7",0
"FAM209A",0
"FAM209B",0
"OR2AP1",0
"OR10P1",0
"METTL7B",0
"ITGA7",15
"RP11-644F5.10",0
"BLOC1S1",7
"RDH5",2
"CD63",12
"GDF11",42
"SARNP",5
"RP11-762I7.5",0
"ORMDL2",1
"DNAJC14",0
"MMP19",3
"TFAP2C",15
"BMP7",211
"KIR2DL1",2
"KIR3DL2",0
"FCAR",0
"NCR1",8
"NLRP7",13
"NLRP2",15
"GP6",20
"RDH13",14
"EPS8L1",13
"PPP1R12C",0
"TNNT1",7
"TNNI3",19
"CTD-2587H24.4",0
"DNAAF3",5
"SYT5",14
"PTPRH",2
"TMEM86B",0
"AC010327.2",0
"PPP6R1",2
"HSPBP1",11
"BRSK1",41
"TMEM150B",2
"SUV420H2",0
"AC020922.1",0
"COX6B2",0
"CTD-2105E13.6",0
"FAM71E2",0
"IL11",29
"TMEM190",2
"TMEM238",0
"RPL28",0
"UBE2S",8
"SHISA7",10
"ISOC2",1
"ZNF628",0
"NAT14",0
"SSC5D",5
"OR4A16",0
"OR4A15",0
"OR4C15",0
"OR4C16",0
"OR4C11",0
"OR4P4",0
"OR4S2",0
"OR4C6",0
"OR5D13",0
"OR5D14",0
"OR5L1",0
"OR5D18",0
"OR5L2",0
"OR5D16",0
"TRIM51",0
"OR5W2",0
"OR5I1",0
"OR10AG1",0
"OR5F1",0
"AC007431.1",0
"MAGEH1",0
"USP51",8
"FOXR2",0
"RRAGB",31
"AL353698.1",0
"TMEM68",0
"TGS1",0
"LYN",278
"RPS20",2
"MOS",16
"PLAG1",23
"SBK2",5
"SBK3",3
"ZNF579",0
"FIZ1",8
"ZNF524",0
"ZNF865",0
"ZNF784",3
"ZNF580",43
"ZNF581",0
"CCDC106",0
"U2AF2",5
"EPN1",10
"NLRP9",2
"RFPL4A",18
"RFPL4AL1",18
"MRPS23",0
"CUEDC1",0
"VEZF1",11
"RP11-159D12.5",0
"SRSF1",10
"DYNLL2",1
"OR4D1",0
"OR4D2",0
"EPX",20
"MKS1",55
"LPO",3
"MPO",14
"DST",7
"BEND6",7
"KIAA1586",3
"ZNF451",16
"BAG2",16
"RAB23",21
"PRIM2",5
"NLRP11",1
"NLRP4",8
"NLRP13",1
"NLRP8",1
"NLRP5",5
"ZNF787",0
"ZNF444",0
"AC024580.1",0
"GALP",6
"ZSCAN5B",0
"ZSCAN5C",0
"ZSCAN5A",0
"ZSCAN5D",0
"AC006116.20",0
"ZNF582",2
"ZNF583",0
"ZNF667",0
"OR5AS1",0
"OR8I2",0
"OR8H2",0
"OR8H3",0
"OR8J3",0
"OR8K5",0
"OR5J2",0
"OR5T2",0
"OR5T3",0
"OR5T1",0
"SPO11",14
"RAE1",6
"MTRNR2L3",0
"RBM38",5
"CTCFL",9
"PCK1",104
"ZBP1",15
"PMEPA1",22
"C20orf85",0
"ANKRD60",0
"PPP4R1L",0
"RAB22A",7
"VAPB",8
"APCDD1L",4
"MGC4294",0
"STX16",4
"STX16-NPEPL1",0
"NPEPL1",0
"GNAS",33
"NELFCD",0
"CTSZ",16
"TUBB1",19
"ATP5E",0
"SLMO2",0
"ZNF831",0
"EDN3",77
"PHACTR3",0
"SYCP2",11
"FAM217B",0
"PPP1R3D",20
"CDH26",14
"C20orf197",0
"OR8H1",0
"OR8K3",0
"OR8K1",0
"OR8J1",0
"OR8U1",0
"OR5R1",0
"WIBG",0
"DGKA",8
"PMEL",0
"CDK2",59
"RAB5B",8
"SUOX",0
"IKZF4",2
"RPS26",2
"ERBB3",60
"RP11-603J24.9",0
"PA2G4",5
"RPL41",0
"ZC3H10",8
"ESYT1",5
"MYL6B",5
"MYL6",5
"SMARCC2",50
"REST",99
"NOA1",4
"POLR2B",2
"IGFBP7",14
"RNF41",33
"NABP2",27
"SLC39A5",16
"ANKRD52",0
"COQ10A",1
"CS",1
"RP11-977G19.10",0
"CNPY2",0
"PAN2",5
"IL23A",155
"STAT2",16
"APOF",0
"TIMELESS",28
"MIP",7
"SPRYD4",0
"GLS2",1
"RBMS2",0
"BAZ2A",26
"OR5M9",0
"OR5M3",0
"OR5M8",0
"OR5M11",0
"ATP5B",0
"PTGES3",39
"NACA",0
"PRIM1",2
"HSD17B6",4
"NEDD4",45
"RFX7",0
"TEX9",0
"MNS1",11
"ZNF280D",0
"TCF12",17
"PCDH15",5
"BZRAP1",0
"SUPT4H1",4
"RNF43",5
"CHCHD7",0
"SDR16C5",14
"PENK",38
"HSF5",0
"MTMR4",17
"SEPT4",0
"C17orf47",0
"TEX14",17
"RAD51C",21
"PPM1E",23
"CCDC66",4
"FAM208A",0
"ARHGEF3",8
"SPATA12",0
"IL17RD",17
"SDR9C7",2
"RDH16",2
"GPR182",0
"HBCBP",0
"ZBTB39",2
"TAC3",3
"MYO1A",3
"TMEM194A",0
"NAB2",24
"STAT6",110
"LRP1",53
"NXPH4",0
"SHMT2",2
"OR5AK2",0
"LRRC55",2
"ACTBL2",4
"TRIM37",15
"SKA2",1
"PRR11",0
"CTD-2510F5.6",0
"SMG8",2
"GDPD1",0
"YPEL2",0
"DHX40",0
"CLTC",18
"PTRH2",5
"VMP1",6
"TUBD1",5
"RPS6KB1",110
"RP11-178C3.1",0
"RNFT1",6
"HEATR6",0
"CA4",1
"USP32",6
"C17orf64",0
"APPBP2",2
"RP11-15E18.4",0
"PPM1D",25
"BCAS3",32
"TBX2",125
"C17orf82",0
"TBX4",21
"NACA2",0
"BRIP1",41
"INTS2",1
"MED13",10
"SPIN3",2
"SPIN2B",2
"SPIN2A",2
"PPAP2B",0
"PRKAA2",74
"C1orf168",0
"ZNF471",0
"ZFP28",0
"ZNF470",0
"ZNF71",2
"SMIM17",0
"ZNF835",0
"ZIM2",0
"PEG3",2
"USP29",13
"ZIM3",0
"DUXA",0
"ZNF264",0
"AURKC",12
"ZNF805",0
"ZNF460",0
"ZNF543",0
"ZNF304",28
"ZNF547",0
"TRAPPC2P1",0
"AC003002.4",0
"ZNF548",0
"AC003002.6",0
"AC004076.7",0
"ZNF17",0
"ZNF749",2
"AC004076.9",0
"VN1R1",0
"ZNF772",0
"ZNF419",0
"AC003005.4",0
"ZNF773",0
"ZNF549",0
"ZNF550",2
"ZNF416",0
"ZIK1",0
"ZNF530",0
"ZNF134",2
"ZNF211",0
"ZSCAN4",7
"ZNF551",0
"AC003006.7",0
"AC004017.1",0
"ZNF154",0
"ZNF671",0
"ZNF776",0
"ZNF586",0
"ZNF552",0
"CTD-2583A14.10",0
"ZNF587B",2
"ZNF814",2
"ZNF587",0
"CTD-2583A14.9",0
"NDUFA4L2",0
"STAC3",20
"R3HDM2",0
"RP11-123K3.4",0
"AC126614.1",0
"INHBC",1
"INHBE",1
"GLI1",91
"ARHGAP9",3
"MARS",0
"DDIT3",91
"MBD6",1
"DCTN2",2
"KIF5A",5
"MTRNR2L5",2
"ZWINT",15
"C8A",5
"C8B",5
"DAB1",33
"PLK2",80
"GAPT",18
"CTD-2117L12.1",0
"RAB3C",8
"PDE4D",35
"ZDHHC5",15
"MED19",4
"TMX2",0
"TMX2-CTNND1",0
"C11orf31",0
"RP11-691N7.6",0
"BTBD18",3
"CTNND1",21
"OR9Q1",0
"OR6Q1",0
"OR9I1",0
"PIP4K2C",22
"DTX3",1
"ARHGEF25",8
"SLC26A10",0
"B4GALNT1",3
"OS9",3
"AGAP2",25
"AGAP2-AS1",0
"TSPAN31",0
"CDK4",54
"MARCH9",0
"CYP27B1",49
"METTL1",5
"METTL21B",0
"RP11-571M6.15",0
"TSFM",0
"AVIL",20
"CTDSP2",22
"XRCC6BP1",0
"RP11-362K2.2",0
"LRIG3",9
"OR9Q2",0
"OR1S2",0
"OR1S1",0
"OR10Q1",0
"OR10W1",0
"OR5B17",0
"OR5B3",0
"OR5B2",0
"OR5B12",0
"OR5B21",0
"LPXN",26
"ZFP91",8
"ZFP91-CNTF",0
"AP001350.1",0
"CNTF",48
"GLYAT",1
"GLYATL2",0
"GLYATL1",0
"AP001652.1",0
"FAM111B",1
"CDH4",36
"ZNF417",0
"ZNF418",6
"ZNF256",0
"C19orf18",0
"ZNF606",2
"CTD-2368P22.1",0
"ZSCAN1",0
"ZNF135",1
"ZSCAN18",0
"ZNF329",0
"ZNF274",2
"ZNF544",2
"CTD-3138B18.4",0
"ZNF8",4
"AC010642.1",0
"ZSCAN22",0
"A1BG",0
"ZNF497",0
"ZNF837",0
"RPS5",2
"AC012313.1",0
"ZNF584",0
"ZNF132",0
"ZNF324B",0
"ZNF324",4
"ZNF446",0
"SLC27A5",0
"ZBTB45",2
"TRIM28",67
"CHMP2A",21
"UBE2M",5
"MZF1",4
"RP11-272B17.2",0
"VRK2",12
"FANCL",2
"SLC16A7",2
"OMA1",16
"TACSTD2",51
"MYSM1",14
"JUN",58
"FGGY",2
"FAM110B",0
"UBXN2B",7
"CYP7A1",21
"SDCBP",60
"NSMAF",4
"TOX",49
"CA8",1
"HOOK1",3
"CYP2J2",3
"C1orf87",0
"CDH20",10
"RNF152",21
"OR10V1",0
"STX3",20
"MRPL16",0
"GIF",0
"TCN1",0
"OOSP1",0
"PLAC1L",0
"MS4A3",0
"MS4A2",2
"MS4A6A",0
"MS4A4E",0
"MS4A4A",3
"MS4A6E",0
"MS4A7",0
"MS4A14",0
"MS4A5",0
"MS4A1",21
"MS4A12",0
"MS4A13",0
"MYO1E",17
"FAM81A",1
"GCNT3",5
"GTF2A2",11
"BNIP2",6
"RP11-51L5.7",0
"EFCAB3",0
"METTL2A",1
"TLK2",23
"MRC2",5
"MARCH10",0
"TANC2",3
"RP11-429E11.3",0
"TAF4",23
"LSM14B",0
"PSMA7",0
"SS18L1",13
"MTG2",4
"IPMK",2
"CISD1",5
"UBE2D1",18
"TFAM",4
"BICC1",14
"DAAM1",9
"GPR135",0
"L3HYPDH",0
"JKAMP",2
"CCDC175",0
"RTN1",0
"DIAPH3",1
"TDRD3",5
"CYB561",0
"ACE",107
"MS4A8",0
"MS4A18",0
"MS4A15",0
"MS4A10",0
"CCDC86",0
"PTGDR2",5
"ZP1",1
"PRPF19",7
"TMEM109",13
"TMEM132A",15
"SLC15A3",12
"CD6",36
"CD5",18
"VPS37C",4
"PGA3",0
"PGA4",0
"PGA5",0
"VWCE",1
"DDB1",44
"DAK",0
"CYB561A3",0
"TMEM138",0
"TMEM216",0
"CPSF7",0
"BCL11A",31
"HRH3",9
"OSBPL2",2
"ADRM1",1
"LAMA5",67
"RPS21",1
"CABLES2",1
"RBBP8NL",0
"GATA5",45
"C20orf166",0
"RP11-93B14.6",0
"SLCO4A1",2
"NARG2",0
"RORA",77
"KCNH6",2
"DCAF7",2
"TACO1",2
"MAP3K3",39
"LIMD2",0
"STRADA",20
"RP11-51F16.8",0
"CCDC47",6
"DDX42",1
"FTSJ3",1
"PSMC5",8
"SMARCD2",49
"CSH2",30
"GH2",30
"CSH1",30
"CSHL1",30
"GH1",65
"CD79B",16
"SCN4A",3
"C17orf72",0
"ICAM2",0
"ERN1",53
"TEX2",0
"MILR1",19
"POLG2",10
"DDX5",61
"CEP95",0
"SMURF2",40
"FHIT",10
"PTPRG",10
"C3orf14",0
"FEZF2",32
"CADPS",9
"NFIA",40
"RAB2A",5
"CHD7",82
"CLVS1",0
"ASPH",19
"TM2D1",1
"FAM19A2",0
"MNAT1",38
"TRMT5",1
"SLC38A6",0
"PRKCH",44
"TMEM30B",8
"RP11-47I22.4",0
"RP11-47I22.3",0
"HIF1A",296
"SNAPC1",3
"INADL",0
"NTSR1",25
"MRGBP",12
"OGFR",3
"COL9A3",0
"TCFL5",2
"DIDO1",1
"GID8",7
"SLC17A9",0
"BHLHE23",5
"YTHDF1",18
"BIRC7",26
"NKAIN4",0
"ARFGAP1",7
"COL20A1",0
"CHRNA4",14
"KCNQ2",1
"EEF1A2",19
"PPDPF",0
"PTK6",48
"SRMS",19
"C20orf195",0
"HELZ2",3
"GMEB2",2
"STMN3",6
"RTEL1",18
"RTEL1-TNFRSF6B",0
"TNFRSF6B",0
"ARFRP1",6
"ZGPAT",21
"RP4-583P15.15",0
"LIME1",15
"RP4-583P15.14",0
"SLC2A4RG",1
"ZBTB46",26
"AL158091.1",0
"ABHD16B",0
"C20ORF135",0
"TPD52L2",1
"DNAJC5",6
"UCKL1",0
"AL118506.1",0
"ZNF512B",11
"SAMD10",3
"PRPF6",1
"SOX18",53
"TCEA2",0
"RGS19",6
"OPRL1",10
"C20orf201",0
"NPBWR2",0
"MYT1",0
"PCMTD2",1
"USP15",45
"MON2",0
"C12orf61",0
"PPM1H",1
"SYNPR",0
"SNTN",0
"C3orf49",0
"THOC7",5
"ATXN7",5
"PSMD6",0
"PRICKLE2",9
"ADAMTS9",27
"MAGI1",4
"SLC25A26",0
"LRIG1",13
"USP34",7
"XPO1",14
"FAM161A",1
"CCT4",28
"COMMD1",7
"B3GNT2",5
"TMEM17",0
"EHBP1",0
"CDH8",12
"VPS13C",10
"SPIN4",2
"ARHGEF9",3
"ANK3",32
"CDK1",128
"RHOBTB1",8
"TMEM26",0
"C10orf107",0
"ARID5B",38
"L1TD1",1
"KANK4",3
"AC006455.1",0
"AC073188.1",0
"ZNF727",0
"MTRNR2L9",0
"KHDRBS2",1
"NKAIN3",0
"GGH",0
"TTPA",5
"LPHN3",0
"C2CD4A",4
"C2CD4B",4
"TLN2",5
"OTX1",19
"WDPCP",53
"RTKN2",11
"ZNF365",30
"AVPR1A",53
"DPY19L2",1
"TMEM5",0
"SRGAP1",4
"C12orf66",0
"C12orf56",0
"XPOT",3
"TBK1",48
"RASSF3",0
"AC025262.1",0
"GNS",0
"AMER1",25
"ASB12",0
"MTMR8",4
"ADO",6
"EGR2",59
"RARRES3",0
"HRASLS2",0
"PLA2G16",0
"ATL3",5
"RTN3",0
"C11orf84",0
"MARK2",36
"RCOR2",4
"NAA40",4
"COX8A",0
"AP000721.4",0
"OTUB1",11
"MACROD1",0
"FLRT1",13
"STIP1",0
"FERMT3",19
"ZNF679",0
"ZNF736",0
"ZNF680",0
"ZNF107",2
"AXIN2",84
"CTD-2535L24.2",0
"CEP112",0
"APOH",42
"PRKCA",106
"CACNG5",7
"CACNG4",9
"AC005544.1",0
"CACNG1",3
"HELZ",1
"AL445989.1",0
"TECRL",0
"ZC4H2",7
"ZC3H12B",0
"LAS1L",5
"MSN",46
"FKBP1C",0
"LGSN",0
"PTP4A1",5
"PHF3",0
"EYS",5
"ZNF138",0
"ZNF273",0
"ZNF117",0
"ERV3-1",0
"ZNF92",0
"AC104057.1",0
"VKORC1L1",4
"GUSB",1
"ASL",8
"AC068533.7",0
"CRCP",1
"TPST1",1
"AC008267.1",0
"KCTD7",0
"RABGEF1",72
"TMEM248",0
"SBDS",15
"TYW1",1
"TBC1D30",4
"RPS6KA4",16
"AP003774.4",0
"SLC22A11",1
"SLC22A12",8
"NRXN2",6
"RASGRP2",13
"PYGM",5
"SF1",15
"MAP4K2",23
"MEN1",79
"CDC42BPG",4
"EHD1",15
"ATG2A",9
"PPP2R5B",17
"GPHA2",2
"C11orf85",0
"BATF2",10
"ARL2",29
"RP11-399J13.3",0
"SNX15",0
"SAC3D1",1
"NAALADL1",0
"CDCA5",14
"ZFPL1",0
"AP003068.6",0
"VPS51",3
"TM7SF2",1
"ZNHIT2",0
"FAU",0
"SYVN1",15
"MRPL49",0
"SPDYC",0
"AP003068.23",0
"CAPN1",12
"BHLHE22",5
"CYP7B1",31
"ROR1",23
"UBE2U",0
"CACHD1",1
"RAVER2",0
"JAK1",92
"AK4",10
"DNAJC6",4
"LEPR",52
"LEPROT",21
"PDE4B",40
"WIF1",14
"LEMD3",14
"MSRB3",1
"NRBF2",2
"JMJD1C",16
"REEP3",2
"PSMD12",0
"PITPNC1",0
"NOL11",3
"BPTF",15
"C17orf58",0
"KPNA2",14
"AMZ2",0
"ARSG",0
"SLC16A6",0
"WIPI1",25
"PRKAR1A",96
"FAM20A",10
