"n_interactions","queryItem"
0,"DRG2"
0,"EVPLL"
0,"GID4"
4,"LGALS9C"
1,"LLGL1"
0,"MYO15A"
9,"SREBF1"
0,"TOM1L2"
0,"ALG14"
0,"CNN3"
0,"PIGK"
3,"PKN2"
0,"SLC44A3"
0,"ST6GALNAC5"
0,"AATK"
18,"RPTOR"
0,"CCDC178"
0,"CTIF"
0,"NOL4"
16,"TCF4"
3,"TXNL4A"
0,"ZBTB7C"
0,"HMGN3"
1,"PHIP"
2,"ADM2"
0,"ARSA"
0,"CHKB"
1,"CPT1B"
0,"DENND6B"
0,"KLHDC7B"
0,"LMF2"
2,"MAPK8IP2"
0,"MIOX"
0,"NCAPH2"
0,"ODF3B"
1,"PPP6R2"
1,"SBF1"
2,"SCO2"
0,"SYCE3"
1,"TYMP"
0,"ADAMTS14"
3,"HK1"
0,"PALD1"
0,"PCBD1"
7,"PRF1"
0,"SGPL1"
1,"TACR2"
0,"TBATA"
0,"C7orf31"
14,"CBX3"
2,"CDCA7L"
11,"CYCS"
0,"EVX1"
15,"HNRNPA2B1"
2,"HOXA1"
4,"HOXA10"
3,"HOXA11"
1,"HOXA13"
1,"HOXA2"
2,"HOXA3"
0,"HOXA4"
2,"HOXA5"
0,"HOXA6"
3,"HOXA7"
9,"HOXA9"
2,"NFE2L3"
0,"NPVF"
1,"OSBPL3"
0,"SNX10"
4,"AVPR1B"
2,"ELK4"
0,"FAM72A"
0,"NEK7"
3,"ASCL2"
0,"BRSK2"
0,"C11orf21"
7,"CD81"
4,"CTSD"
2,"DUSP8"
0,"IFITM10"
32,"IGF2"
59,"INS"
3,"INS-IGF2"
4,"KCNQ1"
0,"KRTAP5-1"
0,"KRTAP5-2"
0,"KRTAP5-3"
0,"KRTAP5-4"
0,"KRTAP5-5"
0,"KRTAP5-6"
3,"LSP1"
0,"MOB2"
0,"MRPL23"
0,"TH"
0,"TNNI2"
0,"TNNT3"
0,"TRPM5"
0,"TSPAN32"
0,"TSSC4"
0,"DEFB129"
1,"PSMF1"
3,"SNRPB"
0,"TGM3"
0,"TGM6"
0,"ZNF343"
0,"ASAH1"
1,"ATP6V1B2"
0,"FGL1"
0,"NAT1"
0,"NAT2"
0,"PCM1"
0,"SLC18A1"
0,"MGST3"
0,"ATP6V0A1"
0,"COASY"
1,"DHX58"
2,"GHDC"
0,"HCRT"
2,"HSD17B1"
19,"KAT2A"
0,"KCNH4"
0,"MLX"
0,"NAGLU"
0,"RAB5C"
100,"STAT3"
54,"STAT5A"
47,"STAT5B"
0,"VPS53"
1,"NDUFS4"
0,"ADAMTS15"
1,"ADAMTS8"
1,"CADM1"
0,"NTM"
0,"SNX19"
1,"ST14"
0,"ZBTB44"
0,"ADM5"
2,"BCL2L12"
0,"CPT1C"
1,"FCGRT"
11,"IRF3"
0,"NOSIP"
20,"PRMT1"
1,"PRRG2"
0,"RCN3"
4,"RPL13A"
3,"RPS11"
17,"RRAS"
0,"SCAF1"
1,"TSKS"
0,"C11orf58"
0,"GLYAT"
0,"NUCB2"
5,"PIK3C2A"
2,"PLEKHA7"
3,"RPS13"
4,"AKAP4"
3,"BMP15"
0,"CCNB3"
0,"FAM156A"
0,"FAM156B"
0,"GPR173"
1,"GSPT2"
0,"ITIH6"
1,"MAGED1"
2,"MAGED2"
0,"MAGED4"
0,"MAGED4B"
0,"NUDT10"
0,"NUDT11"
2,"PFKFB1"
0,"SHROOM4"
0,"SPANXN5"
2,"SSX2"
2,"SSX2B"
0,"TRO"
0,"XAGE1B"
0,"XAGE3"
0,"XAGE5"
0,"AKAP17A"
0,"ASMT"
0,"ASMTL"
5,"CD99"
10,"CRLF2"
7,"CSF2RA"
0,"GTPBP6"
12,"IL3RA"
3,"P2RY8"
1,"PPP2R3B"
1,"RPS4Y1"
0,"SHOX"
0,"SLC25A6"
5,"SRY"
0,"TGIF2LY"
0,"ZBED1"
0,"ZFY"
0,"FCRL1"
1,"FCRL2"
0,"AXDND1"
6,"NR5A2"
1,"PDC"
5,"PLXNA2"
17,"PTGS2"
1,"ZNF281"
6,"NOG"
0,"PSMC3IP"
2,"RAMP1"
0,"RBM44"
1,"UBE2F"
0,"NMRK1"
0,"OSTF1"
2,"ARTN"
0,"C1orf210"
0,"C1orf50"
13,"CDC20"
0,"CLDN19"
1,"EBNA1BP2"
0,"ELOVL1"
0,"ERMAP"
0,"FAM183A"
0,"HYI"
10,"KDM4A"
2,"MED8"
6,"MPL"
2,"PPIH"
7,"PTPRF"
7,"SLC2A1"
0,"ST3GAL3"
1,"SZT2"
0,"TIE1"
0,"TMEM125"
14,"YBX1"
0,"ZNF691"
0,"CDK16"
1,"NDUFB11"
2,"RBM10"
0,"RGN"
0,"RP2"
2,"UBA1"
1,"USP11"
1,"WDR3"
2,"CALM2"
5,"EPCAM"
2,"FBXO11"
0,"FOXN2"
4,"FSHR"
0,"GTF2A1L"
0,"KCNK12"
7,"LHCGR"
0,"MCFD2"
8,"MSH2"
7,"MSH6"
0,"PPP1R21"
8,"SOCS5"
0,"STON1"
0,"STON1-GTF2A1L"
0,"TTC7A"
0,"COPZ2"
1,"NFE2L1"
0,"CCL24"
2,"CCL26"
2,"DTX2"
0,"HIP1"
9,"HSPB1"
2,"MDH2"
0,"POMZP3"
0,"POR"
0,"RHBDD2"
0,"STYXL1"
0,"UPK3B"
13,"YWHAG"
0,"ZP3"
13,"BCR"
1,"GABRA2"
3,"ARHGAP10"
3,"EDNRA"
3,"NR3C2"
0,"TMEM184C"
2,"GLDC"
3,"IL33"
0,"RANBP6"
0,"TPD52L3"
3,"UHRF2"
0,"AKR1A1"
1,"ATP6V0B"
0,"B4GALT2"
0,"BEST4"
0,"CCDC17"
0,"CCDC24"
8,"DMAP1"
0,"DPH2"
0,"EIF2B3"
0,"ERI3"
0,"GPBP1L1"
0,"HECTD3"
0,"HPDL"
1,"IPO13"
0,"IPP"
4,"KIF2C"
1,"KLF17"
0,"MMACHC"
3,"MUTYH"
5,"NASP"
2,"PLK3"
5,"PRDX1"
4,"PTCH2"
0,"RNF220"
2,"RPS8"
0,"SLC6A9"
0,"TESK2"
0,"TMEM53"
0,"TMEM69"
0,"TOE1"
0,"UROD"
0,"ZSWIM5"
0,"CALN1"
1,"DTX4"
0,"FAM111A"
0,"FAM111B"
1,"GLYATL1"
0,"GLYATL2"
0,"MPEG1"
1,"MRPL16"
4,"MS4A2"
0,"MS4A3"
0,"OR10V1"
0,"OR4C11"
0,"OR4C15"
0,"OR4C16"
0,"OR4C6"
0,"OR4D10"
0,"OR4D11"
0,"OR4D6"
0,"OR4D9"
0,"OR4P4"
0,"OR4S2"
0,"OR5A1"
0,"OR5A2"
0,"OR5AN1"
0,"OSBP"
0,"P2RX3"
1,"PATL1"
0,"PRG2"
0,"PRG3"
0,"RTN4RL2"
0,"SLC43A1"
0,"SLC43A3"
6,"SSRP1"
0,"STX3"
1,"TCN1"
0,"TIMM10"
0,"TNKS1BP1"
0,"UBE2L6"
0,"CCER1"
0,"CHRFAM7A"
0,"OR4N4"
0,"POTEB"
0,"POTEB2"
13,"TJP1"
1,"COX7C"
2,"MC2R"
0,"SP4"
0,"ARL8A"
2,"ELF3"
0,"GPR37L1"
3,"PTPN7"
0,"RNPEP"
0,"TMCO1"
1,"UCK2"
0,"LUZP2"
0,"ALX1"
0,"NTS"
0,"OR4F4"
0,"ZNF519"
1,"DCK"
1,"HSPA4L"
0,"MFSD8"
2,"MOB1B"
0,"SCD5"
4,"SEC31A"
1,"TRPC3"
45,"HDAC2"
0,"HS3ST5"
0,"OLIG3"
2,"PERP"
8,"TNFAIP3"
0,"ATP6V0E1"
1,"BNIP1"
6,"NKX2-5"
2,"RPL26L1"
0,"STC2"
0,"AUH"
0,"CRB2"
1,"DENND1A"
3,"GADD45G"
0,"NEK6"
3,"NFIL3"
0,"NR6A1"
1,"PSMB7"
0,"ROR2"
0,"STRBP"
1,"RPL10L"
0,"TRIM48"
0,"CNKSR3"
0,"IPCEF1"
3,"OPRM1"
0,"NUAK2"
0,"NUCKS1"
4,"SLC45A3"
0,"TMCC2"
3,"FOLH1"
0,"OR4A47"
0,"OR4A5"
0,"OR4C12"
0,"OR4C13"
0,"OR4C46"
0,"TRIM49B"
1,"ABCA2"
0,"AGPAT2"
2,"ARRDC1"
0,"C8G"
0,"CLIC3"
0,"DPH7"
0,"EGFL7"
9,"EHMT1"
3,"FBXW5"
0,"LCN10"
0,"LCN12"
0,"LCN15"
0,"LCN6"
0,"LCN8"
0,"LCNL1"
1,"MRPL41"
29,"NOTCH1"
1,"NSMF"
0,"PNPLA7"
0,"PTGDS"
0,"RABL6"
0,"TMEM141"
19,"TRAF2"
0,"ZMYND19"
0,"C9orf92"
0,"CCDC171"
0,"CER1"
0,"FREM1"
7,"PSIP1"
1,"ZDHHC21"
1,"C3"
0,"GPR108"
1,"SH2D3A"
0,"TNFSF14"
4,"TRIP10"
34,"VAV1"
1,"IRX3"
0,"IRX5"
0,"BCKDK"
3,"BCL7C"
3,"CTF1"
0,"FBXL19"
13,"FUS"
0,"HSD3B7"
18,"ITGAM"
5,"KAT8"
0,"ORAI3"
0,"PRSS36"
0,"PRSS53"
1,"PRSS8"
5,"PYCARD"
1,"PYDC1"
2,"RNF40"
11,"SETD1A"
0,"STX1B"
1,"STX4"
1,"TRIM72"
0,"VKORC1"
1,"ZNF629"
0,"ZNF646"
0,"ZNF668"
0,"ACADS"
0,"C12orf43"
0,"CCDC60"
4,"HNF1A"
0,"OASL"
0,"P2RX7"
7,"PRKAB1"
0,"SPPL3"
0,"TMEM233"
0,"ETV3"
2,"FCRL4"
5,"FCRL5"
0,"HBP1"
2,"PRKAR2B"
1,"CLPB"
0,"OR4A15"
0,"OR4A16"
0,"FABP7"
0,"SMPDL3A"
0,"FBXL22"
1,"HERC1"
0,"LACTB"
1,"RPS27L"
0,"TPM1"
1,"USP3"
1,"ATP12A"
0,"C1QTNF9"
0,"GJA3"
0,"GJB2"
0,"GJB6"
0,"PARP4"
6,"ZMYM2"
9,"THRB"
4,"ARID1B"
2,"ATXN1"
0,"BLOC1S5"
3,"BMP6"
0,"C6orf58"
6,"DEK"
0,"EEF1E1"
4,"KDM1B"
2,"NOX3"
0,"RNF144B"
2,"THEMIS"
0,"TXNDC5"
0,"ZNF184"
50,"BRCA1"
2,"CCL1"
4,"CCL11"
3,"CCL13"
2,"CCL7"
3,"CCL8"
1,"RND2"
0,"VAT1"
17,"CD5"
3,"CD6"
0,"CPSF7"
0,"CYB561A3"
13,"DDB1"
0,"MS4A14"
0,"MS4A5"
1,"MS4A7"
0,"TMEM138"
0,"TMEM216"
1,"ATP2B1"
7,"ABI1"
2,"APBB1IP"
3,"ARHGAP21"
0,"ENKUR"
1,"GAD2"
2,"GTPBP4"
0,"IDI1"
0,"IDI2"
1,"LARP4B"
0,"PDSS1"
0,"PRTFDC1"
0,"THNSL1"
2,"C9orf72"
0,"CAAP1"
51,"CDKN2A"
9,"CDKN2B"
0,"DMRTA1"
1,"ELAVL2"
0,"EQTN"
0,"HAUS6"
18,"IFNA1"
9,"IFNA13"
12,"IFNA2"
9,"IFNA6"
9,"IFNA8"
14,"IFNB1"
1,"IFNE"
0,"IFNK"
0,"IFNW1"
0,"IFT74"
1,"KLHL9"
0,"LRRC19"
0,"MOB3B"
1,"MTAP"
0,"PLAA"
1,"PLIN2"
6,"RRAGA"
6,"SH3GL2"
0,"TUSC1"
0,"BOLA2"
1,"QPRT"
0,"SLX1B"
6,"SPN"
0,"SULT1A4"
0,"FRK"
0,"MAS1L"
0,"MOG"
0,"OR11A1"
0,"OR2H1"
0,"OR2H2"
1,"UBD"
1,"ZFP57"
18,"CCL2"
1,"USP36"
3,"ARHGAP32"
0,"C11orf45"
6,"FLI1"
1,"KCNJ1"
4,"KCNJ5"
1,"TP53AIP1"
0,"DLGAP2"
2,"RIT2"
8,"HMGB1"
0,"DYM"
0,"HDHD2"
0,"IER3IP1"
0,"KATNAL2"
8,"PIAS2"
0,"SKOR2"
40,"SMAD2"
12,"SMAD7"
0,"ST8SIA5"
0,"ERICH1"
0,"SGCZ"
0,"TUSC3"
5,"ATP1A1"
0,"C1orf116"
4,"CD58"
0,"DYRK3"
0,"FCAMR"
0,"IGSF3"
39,"IL10"
4,"IL19"
0,"IL20"
7,"IL24"
5,"MAPKAPK2"
2,"PIGR"
8,"TCF7L1"
40,"FGF2"
0,"ABCF1"
0,"ABHD16A"
5,"AGER"
0,"AGPAT1"
2,"AIF1"
0,"APOM"
0,"ATAT1"
7,"ATF6B"
0,"ATP6V1G2"
2,"BAG6"
0,"BTNL2"
0,"C2"
1,"C4A"
0,"C4B"
0,"C6orf136"
0,"C6orf15"
0,"C6orf47"
0,"CCHCR1"
0,"CDSN"
0,"CFB"
0,"CLIC1"
3,"CSNK2B"
2,"CYP21A2"
0,"DDAH2"
1,"DDR1"
6,"DDX39B"
3,"DHX16"
1,"DXO"
0,"EGFL8"
16,"EHMT2"
3,"FKBPL"
1,"FLOT1"
0,"GNL1"
0,"GPANK1"
0,"GPSM3"
2,"GTF2H4"
5,"HLA-A"
2,"HLA-B"
2,"HLA-C"
2,"HLA-DQA1"
2,"HLA-DQB1"
4,"HLA-DRA"
4,"HLA-DRB1"
2,"HLA-DRB5"
2,"HLA-E"
2,"HLA-F"
2,"HLA-G"
3,"HSPA1A"
5,"HSPA1B"
2,"HSPA1L"
3,"IER3"
3,"LSM2"
0,"LST1"
3,"LTA"
4,"LTB"
0,"LY6G5B"
0,"LY6G5C"
0,"LY6G6C"
0,"LY6G6E"
0,"LY6G6F"
0,"MCCD1"
0,"MICA"
0,"MICB"
0,"MRPS18B"
2,"MUC21"
1,"MUC22"
0,"NCR3"
3,"NELFE"
0,"NEU1"
0,"NFKBIL1"
7,"NOTCH4"
0,"NRM"
0,"OR10C1"
0,"OR12D2"
0,"OR5V1"
2,"PBX2"
28,"POU5F1"
0,"PPP1R10"
0,"PPP1R11"
0,"PPP1R18"
0,"PPT2"
0,"PRR3"
0,"PRRC2A"
0,"PRRT1"
0,"PSORS1C1"
0,"PSORS1C2"
0,"RNF39"
0,"RNF5"
2,"RPP21"
0,"SAPCD1"
0,"SFTA2"
1,"SKIV2L"
0,"SLC44A4"
0,"STK19"
1,"TCF19"
52,"TNF"
1,"TNXB"
0,"TRIM10"
0,"TRIM15"
0,"TRIM26"
0,"TRIM39"
0,"TRIM39-RPP21"
1,"TRIM40"
3,"TUBB"
0,"VARS2"
0,"ZBTB12"
0,"TMEM132B"
0,"NPAS2"
2,"RPL31"
0,"ABHD10"
0,"C3orf52"
0,"GCSAM"
0,"SLC9C1"
0,"TAGLN3"
0,"TMPRSS7"
0,"GAGE1"
0,"SPACA5"
0,"SPACA5B"
1,"SSX5"
1,"ZNF182"
0,"ZNF630"
2,"AGR2"
0,"AGR3"
4,"AHR"
0,"ANKMY2"
0,"BZW2"
0,"PRPS1L1"
0,"SOSTDC1"
0,"TSPAN13"
0,"FN3K"
1,"FOXK2"
0,"RAB40B"
0,"TBCD"
0,"WDR45B"
1,"ZNF750"
1,"MRPL33"
0,"ACAA2"
0,"LIPG"
0,"MYO5B"
1,"DNAJB9"
0,"PNPLA8"
0,"THAP5"
0,"ELF1"
0,"MRPS31"
1,"SLC25A15"
3,"WBP4"
0,"BSND"
1,"DHCR24"
0,"PARS2"
1,"PCSK9"
0,"TMEM61"
0,"TTC22"
1,"TTC4"
1,"C2orf88"
0,"HIBCH"
2,"INPP1"
0,"MFSD6"
9,"MSTN"
6,"MTA3"
0,"NAB1"
0,"THADA"
0,"ZFP36L2"
2,"BAG2"
1,"RAB23"
0,"CAGE1"
3,"DSP"
0,"F13A1"
1,"LY86"
0,"RIOK1"
1,"RREB1"
0,"SLC35B3"
2,"SNRNP48"
1,"SSR1"
11,"TFAP2A"
0,"CCDC146"
1,"FGL2"
1,"GSAP"
6,"PTPN12"
0,"ACTN2"
2,"C8A"
2,"C8B"
0,"CCSAP"
1,"HSD11B1"
2,"LRRC7"
8,"PRKAA2"
0,"RAB4A"
0,"AGPS"
0,"CCDC141"
0,"FKBP7"
7,"HNRNPA3"
15,"NFE2L2"
0,"OSBPL6"
1,"PDE11A"
0,"PLEKHA3"
2,"PRKRA"
0,"RBM45"
0,"TTC30A"
0,"TTC30B"
2,"TTN"
0,"B3GALT5"
0,"CBR1"
0,"CBR3"
2,"DYRK1A"
0,"HLCS"
0,"IGSF5"
0,"LCA5L"
0,"PCP4"
0,"PIGP"
0,"RIPPLY3"
0,"SETD4"
0,"SH3BGR"
0,"TTC3"
0,"TGFBR3"
0,"RWDD3"
5,"CYFIP1"
0,"GOLGA6L2"
1,"MAGEL2"
0,"MKRN3"
2,"NDN"
0,"NIPA1"
0,"NIPA2"
0,"TUBGCP5"
1,"AIFM2"
0,"DNAJC12"
3,"EIF4EBP2"
0,"HERC4"
0,"LRRC20"
0,"MYPN"
1,"NODAL"
0,"PPA1"
0,"SAR1A"
43,"SIRT1"
0,"TYSND1"
0,"GABRG3"
0,"GOLGA8F"
0,"GOLGA8G"
1,"HERC2"
0,"OCA2"
0,"C16orf87"
0,"CTU2"
6,"CYBA"
1,"DNAJA2"
2,"GPT2"
0,"IL17C"
0,"ITFG1"
1,"MVD"
2,"MYLK3"
0,"N4BP1"
0,"ORC6"
0,"PIEZO1"
0,"RNF166"
2,"SHCBP1"
0,"SNAI3"
0,"VPS35"
2,"ZC3H18"
0,"ABI3BP"
2,"ATG3"
1,"ATP6V1A"
2,"BOC"
8,"BTLA"
0,"CCDC80"
1,"CD200"
1,"CD200R1"
0,"CD200R1L"
1,"CD96"
0,"CEP97"
0,"DPPA2"
3,"DPPA4"
1,"DRD3"
0,"GRAMD1C"
0,"GTPBP8"
0,"IMPG2"
0,"LNP1"
0,"NAA50"
3,"NFKBIZ"
2,"NIT2"
0,"NXPE3"
0,"PCNP"
2,"RPL24"
0,"SENP7"
0,"SIDT1"
0,"SLC35A5"
0,"SPICE1"
0,"TBC1D23"
2,"TFG"
5,"TIGIT"
0,"TMEM45A"
0,"TRMT10C"
0,"ZBED2"
0,"ZBTB11"
0,"ZBTB20"
0,"ZDHHC23"
0,"ZNF80"
0,"ZPLD1"
0,"FARS2"
6,"MAML3"
0,"MGST2"
0,"NAA15"
0,"RAB33B"
0,"SCOC"
12,"SETD7"
0,"CNTNAP4"
0,"CYB5B"
0,"TANGO6"
0,"VAC14"
0,"F8"
0,"HSFX1"
0,"HSFX2"
0,"IDS"
12,"IRS4"
2,"MAGEA11"
0,"MAGEA8"
0,"MAGEA9"
1,"PRPS1"
0,"TMEM185A"
0,"FAM43A"
1,"LSG1"
0,"XXYLT1"
0,"AFG3L2"
0,"ANKRD30B"
2,"CHMP1B"
2,"CIDEA"
2,"GNAL"
0,"IMPA2"
0,"MPPE1"
0,"PIEZO2"
0,"POTEC"
0,"SPIRE1"
0,"TUBB6"
0,"ARL6IP6"
1,"FMNL2"
3,"CD83"
0,"GFOD1"
2,"GMPR"
2,"GPX5"
2,"GPX6"
0,"MCUR1"
0,"NHLRC1"
0,"NKAPL"
0,"NOL7"
0,"OR2B2"
0,"OR2B6"
0,"PGBD1"
0,"POM121L2"
0,"PRSS16"
6,"RANBP9"
0,"RNF182"
4,"SIRT5"
10,"TBC1D7"
0,"TPMT"
0,"ZKSCAN3"
0,"ZKSCAN4"
0,"ZKSCAN8"
0,"ZNF165"
0,"ZNF391"
0,"ZSCAN12"
0,"ZSCAN16"
0,"ZSCAN23"
0,"ZSCAN31"
0,"ZSCAN9"
0,"DCLK2"
2,"LRBA"
1,"MAB21L2"
0,"PCDH18"
0,"PRSS48"
7,"RPS3A"
0,"SH3D19"
0,"ABCC4"
0,"ARGLU1"
0,"BIVM"
0,"CCDC168"
0,"CLDN10"
0,"CLYBL"
0,"DAOA"
3,"DCT"
2,"DOCK9"
6,"EFNB2"
1,"ERCC5"
1,"FARP1"
0,"GGACT"
0,"GPC5"
0,"GPC6"
0,"GPR18"
0,"GPR180"
1,"GPR183"
2,"IPO5"
0,"ITGBL1"
1,"MBNL2"
0,"METTL21C"
0,"NALCN"
0,"PCCA"
0,"RAP2A"
0,"RNF113B"
0,"SLC10A2"
0,"SLC15A1"
1,"SOX21"
1,"STK24"
0,"TEX30"
0,"TGDS"
0,"TM9SF2"
0,"TMTC4"
0,"TPP2"
0,"UBAC2"
0,"ZIC2"
0,"ZIC5"
4,"B2M"
0,"DIS3L"
0,"EIF3J"
1,"LCTL"
30,"MAP2K1"
0,"MEGF11"
1,"PATL2"
5,"RPL4"
0,"SNAPC5"
0,"SPG11"
1,"TIPIN"
0,"TRIM69"
0,"VPS13C"
1,"ZWILCH"
0,"CCDC42"
0,"MFSD6L"
3,"MYH10"
0,"NDEL1"
17,"PIK3R5"
17,"PIK3R6"
0,"RNF222"
4,"RPL26"
0,"SPDYE4"
0,"CCDC71L"
0,"COG5"
0,"DUS4L"
0,"GPR22"
32,"PIK3CG"
1,"ATOH1"
0,"HPGDS"
0,"PDLIM5"
1,"SMARCAD1"
3,"PHLPP1"
0,"SMIM21"
0,"TSHZ1"
0,"ZADH2"
0,"ZCCHC2"
0,"ZNF236"
0,"ZNF407"
3,"ZNF516"
0,"ZNF486"
0,"ZNF626"
0,"ZNF66"
0,"ZNF737"
0,"ZNF85"
0,"CDK5RAP3"
2,"CNP"
0,"KIF2B"
0,"C20orf141"
0,"CPXM1"
5,"GNRH2"
0,"MRPS26"
0,"PCED1A"
3,"PTPRA"
0,"TMEM239"
0,"VPS16"
3,"CNOT1"
2,"GNAO1"
0,"NDRG4"
0,"SETD6"
27,"TYK2"
0,"ATXN3L"
0,"EGFL6"
0,"FAM9C"
0,"RAB9A"
0,"TCEANC"
0,"TMSB4X"
2,"FOLR1"
1,"FOLR2"
1,"FOLR3"
16,"INPPL1"
5,"LAMTOR1"
0,"PHOX2A"
0,"ACR"
0,"AHNAK"
3,"EEF1G"
0,"TUT1"
0,"CCDC86"
0,"MS4A10"
0,"MS4A15"
0,"MS4A8"
7,"PRPF19"
1,"PTGDR2"
0,"SLC15A3"
0,"TMEM109"
0,"TMEM132A"
0,"ZP1"
0,"FRMD1"
0,"KIF25"
3,"AAAS"
3,"ATF7"
0,"CALCOCO1"
12,"CBX5"
0,"CSAD"
15,"HNRNPA1"
2,"HOXC10"
0,"HOXC11"
1,"HOXC4"
0,"HOXC5"
0,"HOXC6"
1,"HOXC8"
1,"HOXC9"
2,"ITGB7"
0,"MAP3K12"
0,"MFSD5"
0,"NPFF"
6,"PCBP2"
1,"PFDN5"
0,"PRR13"
2,"RARG"
0,"SMUG1"
2,"SP7"
4,"TARBP2"
0,"ZNF740"
1,"DNAJC7"
0,"CLCA4"
0,"COL24A1"
0,"CTBS"
0,"DNASE2B"
7,"GNG5"
0,"RPF1"
0,"SAMD13"
4,"SSX2IP"
0,"TTLL7"
0,"ZNHIT6"
0,"CHML"
8,"EXO1"
4,"FH"
1,"GREM2"
0,"KMO"
1,"MAP1LC3C"
0,"OPN3"
0,"PLD5"
3,"RGS7"
1,"TOMM20"
0,"WDR64"
0,"C17orf80"
0,"COG1"
0,"ENGASE"
0,"FAM104A"
2,"SSTR2"
0,"IZUMO2"
0,"KCNC3"
0,"MYH14"
3,"NAPSA"
1,"NR1H2"
6,"POLD1"
4,"SH3GL1"
5,"SPIB"
1,"EIF1B"
1,"ENTPD3"
0,"MYRIP"
3,"RPL14"
0,"ZNF619"
0,"ZNF620"
0,"ZNF621"
5,"CANX"
0,"CBY3"
1,"CDC42SE2"
0,"CLK4"
1,"GFPT2"
0,"HINT1"
9,"HNRNPH1"
1,"LTC4S"
0,"LYRM7"
10,"MAML1"
29,"MAPK9"
0,"MGAT4B"
2,"RAPGEF6"
0,"RASGEF1C"
0,"RNF130"
16,"SQSTM1"
0,"TBC1D9B"
0,"ZFP2"
0,"ZNF354A"
0,"ZNF354B"
1,"LPL"
1,"MBL2"
0,"ALDOA"
1,"BOLA2B"
0,"C16orf92"
1,"CORO1A"
0,"DOC2A"
0,"GDPD3"
0,"HIRIP3"
2,"INO80E"
62,"MAPK3"
0,"PPP4C"
1,"SLX1A"
1,"SULT1A3"
0,"TAOK2"
2,"TBX6"
0,"TMEM219"
0,"YPEL3"
0,"CDCA7"
1,"CERKL"
1,"DNAJC10"
0,"HOXD1"
2,"HOXD10"
1,"HOXD11"
0,"HOXD12"
4,"HOXD13"
0,"HOXD3"
0,"HOXD4"
0,"HOXD8"
2,"HOXD9"
7,"ITGA4"
0,"MTX2"
3,"NEUROD1"
0,"PDE1A"
0,"PPP1R1C"
2,"UGT2A3"
2,"UGT2B10"
2,"UGT2B7"
0,"OR12D3"
0,"OR14J1"
0,"OR2B3"
0,"OR2J1"
0,"OR2J2"
0,"OR2J3"
0,"OR2W1"
6,"TRIM27"
1,"CSRP1"
0,"LAD1"
0,"PHLDA3"
0,"PKP1"
0,"TNNI1"
0,"TNNT2"
1,"AZI2"
0,"CMC1"
0,"ANO5"
0,"SLC17A6"
0,"SLFN11"
0,"SLFN12"
0,"SLFN13"
0,"RASGEF1B"
1,"KHDRBS2"
0,"APLP2"
0,"BARX2"
2,"NFRKB"
0,"PRDM10"
0,"TMEM45B"
3,"CHAF1A"
0,"UBXN6"
2,"RORA"
6,"TLN2"
0,"C4BPA"
0,"C4BPB"
9,"GNG4"
0,"KIF26B"
4,"PFKFB2"
0,"PM20D1"
0,"SLC26A9"
0,"SLC41A1"
5,"SMYD3"
2,"NCAPG2"
2,"VIPR2"
0,"ACOX2"
0,"FAM107A"
0,"FAM3D"
0,"KCTD6"
2,"PDHB"
0,"PXK"
2,"RPP14"
3,"SHB"
0,"SLC25A51"
0,"FAM181B"
0,"GCSAML"
4,"NLRP3"
0,"OR2B11"
0,"OR2C3"
0,"ATP6V1G3"
0,"BRINP3"
0,"C1orf53"
1,"LHX9"
27,"PTPRC"
6,"DOCK2"
0,"ERGIC1"
3,"SPDL1"
3,"DCAF10"
0,"EXOSC3"
0,"FRMPD1"
0,"TRMT10B"
0,"CRYBA4"
0,"CRYBB1"
0,"TPST2"
2,"ACTR3"
0,"DPP10"
0,"RABL2A"
0,"SLC35F5"
0,"GRM3"
2,"POM121C"
0,"TRIM73"
10,"CYBB"
1,"DMD"
0,"DYNLT3"
0,"FAM47A"
0,"FAM47B"
0,"FAM47C"
0,"LANCL3"
7,"MED14"
0,"PRRG1"
1,"RPGR"
0,"SRPX"
0,"SYTL5"
0,"TMEM47"
1,"XK"
0,"CELA1"
0,"COPZ1"
0,"GPR84"
0,"KRT1"
2,"KRT18"
0,"KRT2"
0,"KRT3"
0,"KRT4"
7,"KRT5"
0,"KRT6A"
0,"KRT6B"
0,"KRT6C"
7,"KRT7"
0,"KRT71"
0,"KRT72"
0,"KRT73"
0,"KRT74"
0,"KRT75"
0,"KRT76"
0,"KRT77"
0,"KRT78"
0,"KRT79"
3,"KRT8"
0,"KRT80"
0,"KRT81"
0,"KRT82"
0,"KRT83"
0,"KRT84"
0,"KRT85"
0,"KRT86"
0,"MUCL1"
3,"NFE2"
12,"NR4A1"
0,"PPHLN1"
0,"PRICKLE1"
0,"SCN8A"
0,"SLC4A8"
1,"TESPA1"
1,"ZNF385A"
0,"ACCS"
0,"ACCSL"
0,"ALKBH3"
0,"ALX4"
0,"API5"
0,"C11orf96"
0,"EXT2"
0,"TTC17"
0,"BEST2"
6,"CALR"
0,"DAND5"
0,"DNASE2"
0,"FARSA"
0,"FBXW9"
0,"GADD45GIP1"
1,"GCDH"
0,"HOOK2"
7,"JUNB"
8,"KLF1"
0,"MAST1"
0,"PRDX2"
2,"RAD23A"
3,"RNASEH2A"
0,"RTBDN"
0,"SYCE2"
0,"DDX55"
20,"ETS1"
0,"CD101"
8,"CD2"
0,"GDAP2"
